NOTE 15301:  Began computing simulation run "Run 1" at time 22May2021, 14:58:42.
NOTE 20364:  Found no parameter problems in meteorologic model "Met 1".
NOTE 40049:  Found no parameter problems in basin model "Basin 1".
NOTE 40552:  Grid cell file contained 1 invalid cells for subbasin "W520".  Lost area equals 372.5 M2
NOTE 40552:  Grid cell file contained 1 invalid cells for subbasin "W600".  Lost area equals 82.6 M2
NOTE 40552:  Grid cell file contained 1 invalid cells for subbasin "W640".  Lost area equals 116 M2
NOTE 40552:  Grid cell file contained 1 invalid cells for subbasin "W780".  Lost area equals 314.1 M2
NOTE 40552:  Grid cell file contained 1 invalid cells for subbasin "W810".  Lost area equals 1,272.9 M2
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W810" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
WARNING 41743:  Initial abstraction ratio for subbasin "W770" is ?.
WARNING 41743:  Initial abstraction ratio for subbasin "W770" is ?.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
WARNING 41743:  Initial abstraction ratio for subbasin "W770" is ?.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W770" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W660" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W860" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W910" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W880" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W880" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W880" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W880" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W880" is 0.2.
NOTE 41743:  Initial abstraction ratio for subbasin "W880" is 0.2.
